model_name,dataset,method,pool_factor,ndcg@10,mrr@10,map@100,recall@10,recall@100,model_path,results_dir,results_json
mixedbread-ai,nfcorpus,span,5,0.2779082186916993,0.4742739200943536,0.11051877914013472,0.1331516218551801,0.17161306316071787,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_span_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,span,6,0.28056880147306607,0.4774730945009582,0.11088592974227313,0.1343201652543142,0.16504919997194265,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_span_ds_nfcorpus_k20_d300.json
mixedbread-ai,scidocs,hierarchical,1,0.1640655505025569,0.2886095238095238,0.1038756655010796,0.17136666666666667,0.2267166666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_hierarchical_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,hierarchical,2,0.15214558220370172,0.2679742063492063,0.09262736164076722,0.1633666666666667,0.21121666666666666,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_hierarchical_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,hierarchical,3,0.15949266708833124,0.28187023809523803,0.10122262216155017,0.16523333333333332,0.22076666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_hierarchical_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,hierarchical,4,0.1586980973264462,0.27283452380952383,0.09889073329212067,0.16926666666666668,0.21925,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_hierarchical_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,hierarchical,5,0.16132585445741715,0.28165753968253965,0.1013651026358689,0.17001666666666665,0.2228,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_hierarchical_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,hierarchical,6,0.16022692146772227,0.2816134920634921,0.10105911723016404,0.16811666666666666,0.2232,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_hierarchical_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,kmeans_sk,1,0.1640655505025569,0.2886095238095238,0.1038756655010796,0.17136666666666667,0.2267166666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_kmeans_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,kmeans_sk,2,0.15179395830578118,0.26890039682539685,0.09384322175609906,0.15941666666666668,0.20570000000000002,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_kmeans_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,kmeans_sk,3,0.1525997105824474,0.2674972222222222,0.09545379261748457,0.16136666666666669,0.21605000000000002,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_kmeans_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,kmeans_sk,4,0.1538979784377977,0.27280396825396824,0.09702104248771237,0.16033333333333336,0.21348333333333336,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_kmeans_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,kmeans_sk,5,0.15281389358230119,0.2691190476190476,0.09592765783257849,0.16121666666666667,0.21680000000000002,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_kmeans_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,kmeans_sk,6,0.15541855444948033,0.26995753968253966,0.09602292520538457,0.16533333333333333,0.2131,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_kmeans_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,span,1,0.1640655505025569,0.2886095238095238,0.1038756655010796,0.17136666666666667,0.2267166666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_span_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,span,2,0.15126085198202444,0.26830000000000004,0.09448199982336206,0.15826666666666667,0.21196666666666666,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_span_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,span,3,0.14447048452295239,0.2677305555555555,0.0902571103281823,0.14651666666666668,0.19816666666666669,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_span_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,span,4,0.13670042664202567,0.25048849206349205,0.08325287211455555,0.14165,0.18428333333333335,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_span_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,span,5,0.1273894314943987,0.23697222222222222,0.07776499206704315,0.13156666666666667,0.17538333333333334,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_span_ds_scidocs_k20_d300.json
mixedbread-ai,scidocs,span,6,0.11997434391461488,0.22489603174603173,0.07318111507429619,0.12338333333333333,0.16566666666666668,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_span_ds_scidocs_k20_d300.json
mixedbread-ai,scifact,hierarchical,1,0.7361696209810087,0.7070264550264551,0.6934385997988939,0.8529999999999999,0.8713333333333333,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_hierarchical_ds_scifact_k20_d300.json
mixedbread-ai,scifact,hierarchical,2,0.7100151391272527,0.6797724867724868,0.6696853948167416,0.8278888888888889,0.8736666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_hierarchical_ds_scifact_k20_d300.json
mixedbread-ai,scifact,hierarchical,3,0.723200293825985,0.6933822751322751,0.6821646949999892,0.8386666666666668,0.8636666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_hierarchical_ds_scifact_k20_d300.json
mixedbread-ai,scifact,hierarchical,4,0.7242880144356766,0.6891653439153439,0.679975823396876,0.8518888888888889,0.8670000000000001,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_hierarchical_ds_scifact_k20_d300.json
mixedbread-ai,scifact,hierarchical,5,0.7049975904225754,0.6728121693121694,0.6626524615735142,0.8285555555555555,0.8726666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_hierarchical_ds_scifact_k20_d300.json
mixedbread-ai,scifact,hierarchical,6,0.7082324503664915,0.6781362433862435,0.6657373759711221,0.8295555555555556,0.8626666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_hierarchical_ds_scifact_k20_d300.json
mixedbread-ai,scifact,kmeans_sk,1,0.7361696209810087,0.7070264550264551,0.6934385997988939,0.8529999999999999,0.8713333333333333,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_kmeans_ds_scifact_k20_d300.json
mixedbread-ai,scifact,kmeans_sk,2,0.696837413468596,0.6638558201058201,0.6546592120498467,0.8228888888888889,0.871,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_kmeans_ds_scifact_k20_d300.json
mixedbread-ai,scifact,kmeans_sk,3,0.7141988842118611,0.6812989417989418,0.6712476964040431,0.8396666666666666,0.871,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_kmeans_ds_scifact_k20_d300.json
mixedbread-ai,scifact,kmeans_sk,4,0.7133406746720626,0.679313492063492,0.6703076617826618,0.8358888888888889,0.8553333333333334,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_kmeans_ds_scifact_k20_d300.json
mixedbread-ai,scifact,kmeans_sk,5,0.7126751043182306,0.6792579365079365,0.6706842670401494,0.8363333333333333,0.8703333333333334,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_kmeans_ds_scifact_k20_d300.json
mixedbread-ai,scifact,kmeans_sk,6,0.7085903657541136,0.6733306878306878,0.667089435220782,0.8345555555555556,0.8846666666666666,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_kmeans_ds_scifact_k20_d300.json
mixedbread-ai,scifact,span,1,0.7361696209810087,0.7070264550264551,0.6934385997988939,0.8529999999999999,0.8713333333333333,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_span_ds_scifact_k20_d300.json
mixedbread-ai,scifact,span,2,0.7133457538445701,0.6852883597883598,0.677905427072068,0.8202222222222222,0.8626666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_span_ds_scifact_k20_d300.json
mixedbread-ai,scifact,span,3,0.6830281977717789,0.6480066137566137,0.6417350000589939,0.8091111111111111,0.8576666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_span_ds_scifact_k20_d300.json
mixedbread-ai,scifact,span,4,0.6609114986956837,0.6236613756613756,0.6193374621938089,0.7902222222222222,0.8276666666666667,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_span_ds_scifact_k20_d300.json
mixedbread-ai,scifact,span,5,0.6361497106050412,0.6023042328042328,0.5932149382752324,0.7662222222222222,0.8103333333333333,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_span_ds_scifact_k20_d300.json
mixedbread-ai,scifact,span,6,0.6305990401978805,0.5980026455026455,0.5897696352695578,0.757888888888889,0.811,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_span_ds_scifact_k20_d300.json
scifact-pool-hier-all,scifact,hierarchical,1,0.7421385760094019,0.7071018518518519,0.6967902361255301,0.8735555555555555,0.8963333333333332,examples/pooling/train/output/scifact-pool-hier-all/final,examples/pooling/evaluation/results/scifact-pool-hier-all/beir_selection/beir_pooling_sweep_20260323_171646,beir_examples_pooling_train_output_scifact-pool-hier-all_final_pool1_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all,scifact,hierarchical,2,0.7441139738314274,0.7097050264550265,0.7000930384430384,0.8735555555555555,0.8985555555555556,examples/pooling/train/output/scifact-pool-hier-all/final,examples/pooling/evaluation/results/scifact-pool-hier-all/beir_selection/beir_pooling_sweep_20260323_171646,beir_examples_pooling_train_output_scifact-pool-hier-all_final_pool2_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all,scifact,hierarchical,3,0.7429742026303392,0.7114179894179894,0.7061955279126332,0.8535555555555555,0.8958888888888888,examples/pooling/train/output/scifact-pool-hier-all/final,examples/pooling/evaluation/results/scifact-pool-hier-all/beir_selection/beir_pooling_sweep_20260323_171646,beir_examples_pooling_train_output_scifact-pool-hier-all_final_pool3_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all,scifact,hierarchical,4,0.7409835323435385,0.7070978835978836,0.6990495914416968,0.8635555555555555,0.8885555555555555,examples/pooling/train/output/scifact-pool-hier-all/final,examples/pooling/evaluation/results/scifact-pool-hier-all/beir_selection/beir_pooling_sweep_20260323_171646,beir_examples_pooling_train_output_scifact-pool-hier-all_final_pool4_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all,scifact,hierarchical,5,0.7288721517172931,0.6911521164021163,0.6847357267460209,0.8578888888888889,0.8885555555555555,examples/pooling/train/output/scifact-pool-hier-all/final,examples/pooling/evaluation/results/scifact-pool-hier-all/beir_selection/beir_pooling_sweep_20260323_171646,beir_examples_pooling_train_output_scifact-pool-hier-all_final_pool5_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all,scifact,hierarchical,6,0.7310940608194489,0.6917791005291005,0.6834813664377131,0.8695555555555555,0.8818888888888888,examples/pooling/train/output/scifact-pool-hier-all/final,examples/pooling/evaluation/results/scifact-pool-hier-all/beir_selection/beir_pooling_sweep_20260323_171646,beir_examples_pooling_train_output_scifact-pool-hier-all_final_pool6_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all-v2,scifact,hierarchical,1,0.7395679989215039,0.7039325396825397,0.6933800490903432,0.8735555555555555,0.8963333333333332,examples/pooling/train/output/scifact-pool-hier-all-v2/final,examples/pooling/evaluation/results/scifact-pool-hier-all-v2/beir_selection/beir_pooling_sweep_20260323_185250,beir_examples_pooling_train_output_scifact-pool-hier-all-v2_final_pool1_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all-v2,scifact,hierarchical,2,0.7521770387378344,0.7208955026455027,0.7105994348244348,0.8735555555555555,0.8985555555555556,examples/pooling/train/output/scifact-pool-hier-all-v2/final,examples/pooling/evaluation/results/scifact-pool-hier-all-v2/beir_selection/beir_pooling_sweep_20260323_185250,beir_examples_pooling_train_output_scifact-pool-hier-all-v2_final_pool2_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all-v2,scifact,hierarchical,3,0.7500234275991996,0.718931216931217,0.7103211154314095,0.8652222222222222,0.8958888888888888,examples/pooling/train/output/scifact-pool-hier-all-v2/final,examples/pooling/evaluation/results/scifact-pool-hier-all-v2/beir_selection/beir_pooling_sweep_20260323_185250,beir_examples_pooling_train_output_scifact-pool-hier-all-v2_final_pool3_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all-v2,scifact,hierarchical,4,0.7485127021924843,0.7150383597883598,0.70821352210168,0.8652222222222222,0.8885555555555555,examples/pooling/train/output/scifact-pool-hier-all-v2/final,examples/pooling/evaluation/results/scifact-pool-hier-all-v2/beir_selection/beir_pooling_sweep_20260323_185250,beir_examples_pooling_train_output_scifact-pool-hier-all-v2_final_pool4_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all-v2,scifact,hierarchical,5,0.7438594862160024,0.712585978835979,0.7029634554987496,0.8612222222222222,0.8885555555555555,examples/pooling/train/output/scifact-pool-hier-all-v2/final,examples/pooling/evaluation/results/scifact-pool-hier-all-v2/beir_selection/beir_pooling_sweep_20260323_185250,beir_examples_pooling_train_output_scifact-pool-hier-all-v2_final_pool5_hierarchical_ds_scifact_k20_d300.json
scifact-pool-hier-all-v2,scifact,hierarchical,6,0.7302965850723572,0.6963148148148148,0.686943086978381,0.8562222222222222,0.8785555555555555,examples/pooling/train/output/scifact-pool-hier-all-v2/final,examples/pooling/evaluation/results/scifact-pool-hier-all-v2/beir_selection/beir_pooling_sweep_20260323_185250,beir_examples_pooling_train_output_scifact-pool-hier-all-v2_final_pool6_hierarchical_ds_scifact_k20_d300.json
scifact-pool-kmeans-2,scifact,kmeans_sk,1,0.7466953599760088,0.7136468253968253,0.7041082236935178,0.8702222222222222,0.8952222222222223,examples/pooling/train/output/scifact-pool-kmeans-2/final,examples/pooling/evaluation/results/scifact-pool-kmeans-2/beir_selection/beir_pooling_sweep_20260325_074735,beir_examples_pooling_train_output_scifact-pool-kmeans-2_final_pool1_kmeans_ds_scifact_k20_d300.json
scifact-pool-kmeans-2,scifact,kmeans_sk,2,0.7423443492730415,0.7082685185185185,0.6986886910847437,0.8702222222222222,0.8952222222222223,examples/pooling/train/output/scifact-pool-kmeans-2/final,examples/pooling/evaluation/results/scifact-pool-kmeans-2/beir_selection/beir_pooling_sweep_20260325_074735,beir_examples_pooling_train_output_scifact-pool-kmeans-2_final_pool2_kmeans_ds_scifact_k20_d300.json
scifact-pool-kmeans-2,scifact,kmeans_sk,3,0.7418336127091362,0.7104351851851851,0.6998892127337174,0.8635555555555555,0.9029999999999999,examples/pooling/train/output/scifact-pool-kmeans-2/final,examples/pooling/evaluation/results/scifact-pool-kmeans-2/beir_selection/beir_pooling_sweep_20260325_074735,beir_examples_pooling_train_output_scifact-pool-kmeans-2_final_pool3_kmeans_ds_scifact_k20_d300.json
scifact-pool-kmeans-2,scifact,kmeans_sk,4,0.7383957727502869,0.701308201058201,0.6944467055819997,0.8685555555555555,0.8985555555555556,examples/pooling/train/output/scifact-pool-kmeans-2/final,examples/pooling/evaluation/results/scifact-pool-kmeans-2/beir_selection/beir_pooling_sweep_20260325_074735,beir_examples_pooling_train_output_scifact-pool-kmeans-2_final_pool4_kmeans_ds_scifact_k20_d300.json
scifact-pool-kmeans-2,scifact,kmeans_sk,5,0.7303988715754155,0.6943055555555555,0.6911022842625784,0.8477222222222222,0.8825555555555555,examples/pooling/train/output/scifact-pool-kmeans-2/final,examples/pooling/evaluation/results/scifact-pool-kmeans-2/beir_selection/beir_pooling_sweep_20260325_074735,beir_examples_pooling_train_output_scifact-pool-kmeans-2_final_pool5_kmeans_ds_scifact_k20_d300.json
scifact-pool-kmeans-2,scifact,kmeans_sk,6,0.7169637912193323,0.6796706349206348,0.67633647001147,0.840388888888889,0.8785555555555555,examples/pooling/train/output/scifact-pool-kmeans-2/final,examples/pooling/evaluation/results/scifact-pool-kmeans-2/beir_selection/beir_pooling_sweep_20260325_074735,beir_examples_pooling_train_output_scifact-pool-kmeans-2_final_pool6_kmeans_ds_scifact_k20_d300.json
scifact-pool-kmeans-all,fiqa,kmeans_sk,1,0.3684440644317445,0.45062095825984716,0.3080491004711587,0.42271897341341785,0.499955364422957,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool1_kmeans_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,kmeans_sk,2,0.37932214059720104,0.4692350088183422,0.3161412538364299,0.4336469257765554,0.5069046137333174,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool2_kmeans_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,kmeans_sk,3,0.3686330789593791,0.4522162208504802,0.3036357634992315,0.432000835241576,0.49988555254758954,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool3_kmeans_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,kmeans_sk,4,0.3607545483052662,0.44742430922986487,0.2993370115250216,0.4145471598017894,0.4895913628552518,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool4_kmeans_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,kmeans_sk,5,0.347759092518115,0.4269032921810699,0.28559053547042473,0.40588736966051775,0.467961929188781,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool5_kmeans_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,kmeans_sk,6,0.3328802415427089,0.41662073780129333,0.27219191718577174,0.3861619904443978,0.4564857424811128,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool6_kmeans_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,span,1,0.3684440644317445,0.45062095825984716,0.3080491004711587,0.42271897341341785,0.499955364422957,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool1_span_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,span,2,0.3413298869481545,0.4129084607093866,0.28081112206423103,0.40288024732469174,0.47564374069003706,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool2_span_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,span,3,0.3146719271368168,0.39111245835782876,0.25540083131534247,0.3735683341007415,0.44881209753894935,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool3_span_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,span,4,0.2884292728164491,0.34993386243386243,0.2332264554746899,0.3542243207752467,0.4375976432689396,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool4_span_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,span,5,0.2842143688507303,0.35383230452674896,0.22882602251341885,0.34033598859987746,0.41636262400151286,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool5_span_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,fiqa,span,6,0.2638813672978162,0.3303522437781697,0.21100307348431915,0.3174512772892402,0.3897974239409424,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool6_span_ds_fiqa_k20_d300.json
scifact-pool-kmeans-all,nfcorpus,kmeans_sk,1,0.3588318248797657,0.5753575114256229,0.15312949313371949,0.17306502233065854,0.20620731643949217,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool1_kmeans_ds_nfcorpus_k20_d300.json
scifact-pool-kmeans-all,nfcorpus,kmeans_sk,2,0.3614406450900681,0.5779657477025898,0.15257574407615815,0.175177074367186,0.20709791370653816,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool2_kmeans_ds_nfcorpus_k20_d300.json
scifact-pool-kmeans-all,nfcorpus,kmeans_sk,3,0.36064225685429224,0.5738242665487246,0.15270222349647639,0.1760588971737693,0.2052501918117197,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool3_kmeans_ds_nfcorpus_k20_d300.json
scifact-pool-kmeans-all,nfcorpus,kmeans_sk,4,0.35467804297545147,0.5582719052533294,0.1517573850563287,0.17109682719353206,0.2000178054047316,examples/pooling/train/output/scifact-pool-kmeans-all/final,examples/pooling/evaluation/results/scifact-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260220_101133,beir_examples_pooling_train_output_scifact-pool-kmeans-all_final_pool4_kmeans_ds_nfcorpus_k20_d300.json
